Date,Close
19.06.2015 16:00:00,"32,38"
22.06.2015 16:00:00,"32,5"
23.06.2015 16:00:00,"32,68"
24.06.2015 16:00:00,"32,43"
25.06.2015 16:00:00,"32,23"
26.06.2015 16:00:00,"32,13"
29.06.2015 16:00:00,"31,82"
30.06.2015 16:00:00,"31,76"
01.07.2015 16:00:00,"31,92"
02.07.2015 16:00:00,"31,61"
06.07.2015 16:00:00,"31,5"
07.07.2015 16:00:00,"31,95"
08.07.2015 16:00:00,"31,69"
09.07.2015 16:00:00,"32,08"
10.07.2015 16:00:00,"32,55"
13.07.2015 16:00:00,"32,99"
14.07.2015 16:00:00,"33,23"
15.07.2015 16:00:00,"33,14"
16.07.2015 16:00:00,"33,25"
17.07.2015 16:00:00,"33,22"
20.07.2015 16:00:00,"33,38"
21.07.2015 16:00:00,"33,29"
22.07.2015 16:00:00,"33,04"
23.07.2015 16:00:00,"32,95"
24.07.2015 16:00:00,"32,46"
27.07.2015 16:00:00,"32,53"
28.07.2015 16:00:00,"33,49"
29.07.2015 16:00:00,"33,88"
30.07.2015 16:00:00,"33,85"
31.07.2015 16:00:00,"34,16"
03.08.2015 16:00:00,"34,25"
04.08.2015 16:00:00,"34,21"
05.08.2015 16:00:00,"33,93"
06.08.2015 16:00:00,"33,32"
07.08.2015 16:00:00,"33,34"
10.08.2015 16:00:00,"33,5"
11.08.2015 16:00:00,"33,27"
12.08.2015 16:00:00,"33,51"
13.08.2015 16:00:00,"33,5"
14.08.2015 16:00:00,"33,46"
17.08.2015 16:00:00,"33,63"
18.08.2015 16:00:00,"33,65"
19.08.2015 16:00:00,"33,41"
20.08.2015 16:00:00,"32,73"
21.08.2015 16:00:00,"31,77"
24.08.2015 16:00:00,"30,44"
25.08.2015 16:00:00,"29,69"
26.08.2015 16:00:00,"30,72"
27.08.2015 16:00:00,"31,51"
28.08.2015 16:00:00,"30,94"
31.08.2015 16:00:00,"30,52"
01.09.2015 16:00:00,"29,71"
02.09.2015 16:00:00,"30,29"
03.09.2015 16:00:00,"30,21"
04.09.2015 16:00:00,"29,72"
08.09.2015 16:00:00,"30,82"
09.09.2015 16:00:00,"30,28"
10.09.2015 16:00:00,"30,9"
11.09.2015 16:00:00,"31,23"
14.09.2015 16:00:00,"30,99"
15.09.2015 16:00:00,"31,42"
16.09.2015 16:00:00,"31,43"
17.09.2015 16:00:00,"31,72"
18.09.2015 16:00:00,"31,12"
21.09.2015 16:00:00,"30,71"
22.09.2015 16:00:00,"30,56"
23.09.2015 16:00:00,"30,9"
24.09.2015 16:00:00,"30,98"
25.09.2015 16:00:00,"30,21"
28.09.2015 16:00:00,"29,2"
29.09.2015 16:00:00,"29,39"
30.09.2015 16:00:00,"29,76"
01.10.2015 16:00:00,"30,16"
02.10.2015 16:00:00,"31,34"
05.10.2015 16:00:00,"31,72"
06.10.2015 16:00:00,"31,06"
07.10.2015 16:00:00,"31,54"
08.10.2015 16:00:00,"31,35"
09.10.2015 16:00:00,"31,49"
12.10.2015 16:00:00,"31,47"
13.10.2015 16:00:00,"31,24"
14.10.2015 16:00:00,"31,3"
15.10.2015 16:00:00,"32,29"
16.10.2015 16:00:00,"32,6"
19.10.2015 16:00:00,"32,68"
20.10.2015 16:00:00,"32,21"
21.10.2015 16:00:00,"31,7"
22.10.2015 16:00:00,"31,57"
23.10.2015 16:00:00,"32,26"
26.10.2015 16:00:00,"32,36"
27.10.2015 16:00:00,"33,15"
28.10.2015 16:00:00,"33,58"
29.10.2015 16:00:00,"32,94"
30.10.2015 16:00:00,"32,04"
02.11.2015 16:00:00,"33,21"
03.11.2015 16:00:00,"33,13"
04.11.2015 16:00:00,"32,34"
05.11.2015 16:00:00,"32,35"
06.11.2015 16:00:00,"32,14"
09.11.2015 16:00:00,"31,88"
10.11.2015 16:00:00,"32,01"
11.11.2015 16:00:00,"31,96"
12.11.2015 16:00:00,"31,63"
13.11.2015 16:00:00,"31,52"
16.11.2015 16:00:00,"31,41"
17.11.2015 16:00:00,"31,14"
18.11.2015 16:00:00,"31,56"
19.11.2015 16:00:00,"30,59"
20.11.2015 16:00:00,"30,49"
23.11.2015 16:00:00,"29,68"
24.11.2015 16:00:00,"30,29"
25.11.2015 16:00:00,"31,14"
27.11.2015 16:00:00,"31,06"
30.11.2015 16:00:00,"31,04"
01.12.2015 16:00:00,"31,85"
02.12.2015 16:00:00,"31,17"
03.12.2015 16:00:00,"30,68"
04.12.2015 16:00:00,"31,07"
07.12.2015 16:00:00,"30,94"
08.12.2015 16:00:00,"30,82"
09.12.2015 16:00:00,"30,59"
10.12.2015 16:00:00,"30,66"
11.12.2015 16:00:00,"30,37"
14.12.2015 16:00:00,"30,49"
15.12.2015 16:00:00,"30,56"
16.12.2015 16:00:00,"30,86"
17.12.2015 16:00:00,"30,63"
18.12.2015 16:00:00,"30,31"
21.12.2015 16:00:00,"30,75"
22.12.2015 16:00:00,"30,81"
23.12.2015 16:00:00,"30,85"
24.12.2015 16:00:00,"30,9"
28.12.2015 16:00:00,"30,71"
29.12.2015 16:00:00,"31,1"
30.12.2015 16:00:00,"31,03"
31.12.2015 16:00:00,"30,58"
04.01.2016 16:00:00,"30,27"
05.01.2016 16:00:00,"30,49"
06.01.2016 16:00:00,"29,95"
07.01.2016 16:00:00,"29,75"
08.01.2016 16:00:00,"29,37"
11.01.2016 16:00:00,"29,43"
12.01.2016 16:00:00,"29,37"
13.01.2016 16:00:00,"28,77"
14.01.2016 16:00:00,"29,47"
15.01.2016 16:00:00,"29,19"
19.01.2016 16:00:00,"29,07"
20.01.2016 16:00:00,"29,05"
21.01.2016 16:00:00,"28,97"
22.01.2016 16:00:00,"29,09"
25.01.2016 16:00:00,"28,89"
26.01.2016 16:00:00,"29,05"
27.01.2016 16:00:00,"28,91"
28.01.2016 16:00:00,"28,61"
29.01.2016 16:00:00,"28,88"
01.02.2016 16:00:00,"28,58"
02.02.2016 16:00:00,"28,55"
03.02.2016 16:00:00,"28,11"
04.02.2016 16:00:00,"27,47"
05.02.2016 16:00:00,"27,5"
08.02.2016 16:00:00,"27,06"
09.02.2016 16:00:00,"27,57"
10.02.2016 16:00:00,"27,94"
11.02.2016 16:00:00,"27,6"
12.02.2016 16:00:00,"27,81"
16.02.2016 16:00:00,"28,24"
17.02.2016 16:00:00,"28,07"
18.02.2016 16:00:00,"27,99"
19.02.2016 16:00:00,"27,94"
22.02.2016 16:00:00,"28,47"
23.02.2016 16:00:00,"28,38"
24.02.2016 16:00:00,"28,44"
25.02.2016 16:00:00,"28,98"
26.02.2016 16:00:00,"28,64"
29.02.2016 16:00:00,"28,11"
01.03.2016 16:00:00,"28,46"
02.03.2016 16:00:00,"28,4"
03.03.2016 16:00:00,"28,32"
04.03.2016 16:00:00,"28,15"
07.03.2016 16:00:00,"28,22"
08.03.2016 16:00:00,"27,81"
09.03.2016 16:00:00,"28,17"
10.03.2016 16:00:00,"28,03"
11.03.2016 16:00:00,"28,89"
14.03.2016 16:00:00,"28,51"
15.03.2016 16:00:00,"27,98"
16.03.2016 16:00:00,"27,51"
17.03.2016 16:00:00,"27,79"
18.03.2016 16:00:00,"27,9"
21.03.2016 16:00:00,"28,49"
22.03.2016 16:00:00,"28,78"
23.03.2016 16:00:00,"28,6"
24.03.2016 16:00:00,"28,5"
28.03.2016 16:00:00,"28,21"
29.03.2016 16:00:00,"28,47"
30.03.2016 16:00:00,"28,49"
31.03.2016 16:00:00,"28,08"
01.04.2016 16:00:00,"28,46"
04.04.2016 16:00:00,"29,1"
05.04.2016 16:00:00,"29,71"
06.04.2016 16:00:00,"31,2"
07.04.2016 16:00:00,"31,03"
08.04.2016 16:00:00,"30,79"
11.04.2016 16:00:00,"30,21"
12.04.2016 16:00:00,"30,28"
13.04.2016 16:00:00,"30,83"
14.04.2016 16:00:00,"30,93"
15.04.2016 16:00:00,"30,79"
18.04.2016 16:00:00,"30,89"
19.04.2016 16:00:00,"31,16"
20.04.2016 16:00:00,"31,48"
21.04.2016 16:00:00,"31,49"
22.04.2016 16:00:00,"31,52"
25.04.2016 16:00:00,"31,46"
26.04.2016 16:00:00,"31,31"
27.04.2016 16:00:00,"31,26"
28.04.2016 16:00:00,"31,18"
29.04.2016 16:00:00,"30,99"
02.05.2016 16:00:00,"31,07"
03.05.2016 16:00:00,"31,93"
04.05.2016 16:00:00,"31,64"
05.05.2016 16:00:00,"31,8"
06.05.2016 16:00:00,"31,81"
09.05.2016 16:00:00,"32,04"
10.05.2016 16:00:00,"32,02"
11.05.2016 16:00:00,"31,41"
12.05.2016 16:00:00,"31,44"
13.05.2016 16:00:00,"31,44"
16.05.2016 16:00:00,"31,62"
17.05.2016 16:00:00,"31,29"
18.05.2016 16:00:00,"31,42"
19.05.2016 16:00:00,"31,62"
20.05.2016 16:00:00,"31,96"
23.05.2016 16:00:00,"31,9"
24.05.2016 16:00:00,"32,3"
25.05.2016 16:00:00,"32,54"
26.05.2016 16:00:00,"32,62"
27.05.2016 16:00:00,"32,79"
31.05.2016 16:00:00,"32,87"
01.06.2016 16:00:00,"32,92"
02.06.2016 16:00:00,"33,03"
03.06.2016 16:00:00,"32,86"
06.06.2016 16:00:00,"33,09"
07.06.2016 16:00:00,"33,01"
08.06.2016 16:00:00,"33,39"
09.06.2016 16:00:00,"33,45"
10.06.2016 16:00:00,"33,43"
13.06.2016 16:00:00,"32,91"
14.06.2016 16:00:00,"33,15"
15.06.2016 16:00:00,"32,96"
16.06.2016 16:00:00,"32,92"
17.06.2016 16:00:00,"32,42"
20.06.2016 16:00:00,"32,68"
21.06.2016 16:00:00,"32,92"
22.06.2016 16:00:00,"32,65"
23.06.2016 16:00:00,"32,77"
24.06.2016 16:00:00,"32,18"
27.06.2016 16:00:00,"32,02"
28.06.2016 16:00:00,"32,63"
29.06.2016 16:00:00,"33,17"
30.06.2016 16:00:00,"33,36"
01.07.2016 16:00:00,"33,7"
05.07.2016 16:00:00,"33,92"
06.07.2016 16:00:00,"33,97"
07.07.2016 16:00:00,"33,89"
08.07.2016 16:00:00,"34,22"
11.07.2016 16:00:00,"34,25"
12.07.2016 16:00:00,"34,33"
13.07.2016 16:00:00,"34,4"
14.07.2016 16:00:00,"34,98"
15.07.2016 16:00:00,"34,83"
18.07.2016 16:00:00,"34,71"
19.07.2016 16:00:00,"34,71"
20.07.2016 16:00:00,"34,75"
21.07.2016 16:00:00,"34,78"
22.07.2016 16:00:00,"34,81"
25.07.2016 16:00:00,"34,84"
26.07.2016 16:00:00,"34,89"
27.07.2016 16:00:00,"34,91"
28.07.2016 16:00:00,"34,74"
29.07.2016 16:00:00,"34,95"
01.08.2016 16:00:00,"35,35"
02.08.2016 16:00:00,"34,47"
03.08.2016 16:00:00,"33,43"
04.08.2016 16:00:00,"33,3"
05.08.2016 16:00:00,"33,57"
08.08.2016 16:00:00,"33,09"
09.08.2016 16:00:00,"33,23"
10.08.2016 16:00:00,"33,28"
11.08.2016 16:00:00,"33,3"
12.08.2016 16:00:00,"33,14"
15.08.2016 16:00:00,"33,26"
16.08.2016 16:00:00,"32,96"
17.08.2016 16:00:00,"33,29"
18.08.2016 16:00:00,"33,34"
19.08.2016 16:00:00,"33,14"
22.08.2016 16:00:00,"33,01"
23.08.2016 16:00:00,"33,24"
24.08.2016 16:00:00,"32,99"
25.08.2016 16:00:00,"32,94"
26.08.2016 16:00:00,"32,99"
29.08.2016 16:00:00,"33,26"
30.08.2016 16:00:00,"33,04"
31.08.2016 16:00:00,"32,97"
01.09.2016 16:00:00,"32,85"
02.09.2016 16:00:00,"32,94"
06.09.2016 16:00:00,"32,94"
07.09.2016 16:00:00,"33,01"
08.09.2016 16:00:00,"32,89"
09.09.2016 16:00:00,"32,3"
12.09.2016 16:00:00,"32,83"
13.09.2016 16:00:00,"32,25"
14.09.2016 16:00:00,"32,15"
15.09.2016 16:00:00,"32,34"
16.09.2016 16:00:00,"32,15"
19.09.2016 16:00:00,"31,88"
20.09.2016 16:00:00,"32,03"
21.09.2016 16:00:00,"32,47"
22.09.2016 16:00:00,"32,35"
23.09.2016 16:00:00,"32,46"
26.09.2016 16:00:00,"31,87"
27.09.2016 16:00:00,"32,05"
28.09.2016 16:00:00,"32,2"
29.09.2016 16:00:00,"31,57"
30.09.2016 16:00:00,"32,09"
03.10.2016 16:00:00,"31,91"
04.10.2016 16:00:00,"31,94"
05.10.2016 16:00:00,"32,11"
06.10.2016 16:00:00,"31,88"
07.10.2016 16:00:00,"31,79"
10.10.2016 16:00:00,"31,84"
11.10.2016 16:00:00,"31,39"
12.10.2016 16:00:00,"31,33"
13.10.2016 16:00:00,"31,03"
14.10.2016 16:00:00,"30,94"
17.10.2016 16:00:00,"30,79"
18.10.2016 16:00:00,"30,97"
19.10.2016 16:00:00,"30,88"
20.10.2016 16:00:00,"30,83"
21.10.2016 16:00:00,"30,49"
24.10.2016 16:00:00,"30,44"
25.10.2016 16:00:00,"30,58"
26.10.2016 16:00:00,"30,69"
27.10.2016 16:00:00,"30,77"
28.10.2016 16:00:00,"30,25"
31.10.2016 16:00:00,"30,04"
01.11.2016 16:00:00,"29,43"
02.11.2016 16:00:00,"29,02"
03.11.2016 16:00:00,"28,32"
04.11.2016 16:00:00,"28,42"
07.11.2016 16:00:00,"28,78"
08.11.2016 16:00:00,"28,42"
09.11.2016 16:00:00,"30,43"
10.11.2016 16:00:00,"31,73"
11.11.2016 16:00:00,"30,87"
14.11.2016 16:00:00,"30,67"
15.11.2016 16:00:00,"30,53"
16.11.2016 16:00:00,"30,28"
17.11.2016 16:00:00,"30,06"
18.11.2016 16:00:00,"29,82"
21.11.2016 16:00:00,"29,91"
22.11.2016 16:00:00,"29,68"
23.11.2016 16:00:00,"29,77"
25.11.2016 16:00:00,"30,02"
28.11.2016 16:00:00,"29,88"
29.11.2016 16:00:00,"30,24"
30.11.2016 16:00:00,"30,45"
01.12.2016 16:00:00,"29,8"
02.12.2016 16:00:00,"29,96"
05.12.2016 16:00:00,"29,93"
06.12.2016 16:00:00,"29,9"
07.12.2016 16:00:00,"29,55"
08.12.2016 16:00:00,"29,31"
09.12.2016 16:00:00,"30,03"
12.12.2016 16:00:00,"30,69"
13.12.2016 16:00:00,"31,1"
14.12.2016 16:00:00,"31,09"
15.12.2016 16:00:00,"31,03"
16.12.2016 16:00:00,"31,11"
19.12.2016 16:00:00,"31,1"
20.12.2016 16:00:00,"31,12"
21.12.2016 16:00:00,"30,69"
22.12.2016 16:00:00,"30,64"
23.12.2016 16:00:00,"30,77"
27.12.2016 16:00:00,"30,82"
28.12.2016 16:00:00,"30,65"
29.12.2016 16:00:00,"30,78"
30.12.2016 16:00:00,"30,77"
03.01.2017 16:00:00,"31,26"
04.01.2017 16:00:00,"31,54"
05.01.2017 16:00:00,"31,84"
06.01.2017 16:00:00,"31,72"
09.01.2017 16:00:00,"31,71"
10.01.2017 16:00:00,"31,68"
11.01.2017 16:00:00,"31,1"
12.01.2017 16:00:00,"30,88"
13.01.2017 16:00:00,"30,81"
17.01.2017 16:00:00,"30,37"
18.01.2017 16:00:00,"30,34"
19.01.2017 16:00:00,"30,03"
20.01.2017 16:00:00,"30,1"
23.01.2017 16:00:00,"29,8"
24.01.2017 16:00:00,"29,51"
25.01.2017 16:00:00,"29,64"
26.01.2017 16:00:00,"29,63"
27.01.2017 16:00:00,"29,77"
30.01.2017 16:00:00,"29,66"
31.01.2017 16:00:00,"30,06"
01.02.2017 16:00:00,30
02.02.2017 16:00:00,"30,06"
03.02.2017 16:00:00,"30,4"
06.02.2017 16:00:00,"30,53"
07.02.2017 16:00:00,"30,39"
08.02.2017 16:00:00,"30,45"
09.02.2017 16:00:00,"30,67"
10.02.2017 16:00:00,"30,65"
13.02.2017 16:00:00,"30,89"
14.02.2017 16:00:00,"31,03"
15.02.2017 16:00:00,"31,75"
16.02.2017 16:00:00,"31,85"
17.02.2017 16:00:00,"31,85"
21.02.2017 16:00:00,"31,85"
22.02.2017 16:00:00,"31,82"
23.02.2017 16:00:00,"32,27"
24.02.2017 16:00:00,"32,46"
27.02.2017 16:00:00,"32,47"
28.02.2017 16:00:00,"32,32"
01.03.2017 16:00:00,"32,61"
02.03.2017 16:00:00,"32,69"
03.03.2017 16:00:00,"32,7"
06.03.2017 16:00:00,"32,54"
07.03.2017 16:00:00,"32,2"
08.03.2017 16:00:00,"32,12"
09.03.2017 16:00:00,"32,26"
10.03.2017 16:00:00,"32,31"
13.03.2017 16:00:00,"32,31"
14.03.2017 16:00:00,"32,42"
15.03.2017 16:00:00,"32,81"
16.03.2017 16:00:00,"32,62"
17.03.2017 16:00:00,"32,51"
20.03.2017 16:00:00,"32,57"
21.03.2017 16:00:00,"32,45"
22.03.2017 16:00:00,"32,65"
23.03.2017 16:00:00,"32,48"
24.03.2017 16:00:00,"32,21"
27.03.2017 16:00:00,"32,38"
28.03.2017 16:00:00,"32,36"
29.03.2017 16:00:00,"32,52"
30.03.2017 16:00:00,"32,54"
31.03.2017 16:00:00,"32,41"
03.04.2017 16:00:00,"32,44"
04.04.2017 16:00:00,"32,53"
05.04.2017 16:00:00,"32,39"
06.04.2017 16:00:00,"32,31"
07.04.2017 16:00:00,"32,3"
10.04.2017 16:00:00,"32,25"
11.04.2017 16:00:00,"32,14"
12.04.2017 16:00:00,"32,13"
13.04.2017 16:00:00,"32,1"
17.04.2017 16:00:00,"32,21"
18.04.2017 16:00:00,"32,06"
19.04.2017 16:00:00,"31,84"
20.04.2017 16:00:00,"31,96"
21.04.2017 16:00:00,"31,87"
24.04.2017 16:00:00,"31,96"
25.04.2017 16:00:00,"31,98"
26.04.2017 16:00:00,"32,07"
27.04.2017 16:00:00,"32,08"
28.04.2017 16:00:00,"32,13"
01.05.2017 16:00:00,32
02.05.2017 16:00:00,"31,84"
03.05.2017 16:00:00,"31,71"
04.05.2017 16:00:00,"31,69"
05.05.2017 16:00:00,"31,72"
08.05.2017 16:00:00,"31,69"
09.05.2017 16:00:00,"31,62"
10.05.2017 16:00:00,"31,29"
11.05.2017 16:00:00,"31,3"
12.05.2017 16:00:00,"31,27"
15.05.2017 16:00:00,"31,38"
16.05.2017 16:00:00,"30,88"
17.05.2017 16:00:00,"30,53"
18.05.2017 16:00:00,"30,52"
19.05.2017 16:00:00,"30,75"
22.05.2017 16:00:00,"30,43"
23.05.2017 16:00:00,"30,45"
24.05.2017 16:00:00,"30,36"
25.05.2017 16:00:00,"30,47"
26.05.2017 16:00:00,"30,45"
30.05.2017 16:00:00,"30,44"
31.05.2017 16:00:00,"30,93"
01.06.2017 16:00:00,"30,99"
02.06.2017 16:00:00,"30,83"
05.06.2017 16:00:00,"30,65"
06.06.2017 16:00:00,"30,38"
07.06.2017 16:00:00,"30,31"
08.06.2017 16:00:00,"30,08"
09.06.2017 16:00:00,"31,04"
12.06.2017 16:00:00,"30,98"
13.06.2017 16:00:00,"30,86"
14.06.2017 16:00:00,"30,97"
15.06.2017 16:00:00,"31,08"
16.06.2017 16:00:00,"31,23"
19.06.2017 16:00:00,"31,47"
20.06.2017 16:00:00,"31,79"
21.06.2017 16:00:00,"32,1"
22.06.2017 16:00:00,"32,27"
23.06.2017 16:00:00,"32,37"
26.06.2017 16:00:00,"32,25"
27.06.2017 16:00:00,"31,99"
28.06.2017 16:00:00,"31,97"
29.06.2017 16:00:00,"31,86"
30.06.2017 16:00:00,"31,82"
03.07.2017 16:00:00,"32,04"
05.07.2017 16:00:00,"31,87"
06.07.2017 16:00:00,"31,47"
07.07.2017 16:00:00,"31,59"
10.07.2017 16:00:00,"31,65"
11.07.2017 16:00:00,"31,42"
12.07.2017 16:00:00,"31,47"
13.07.2017 16:00:00,"31,53"
14.07.2017 16:00:00,"31,67"
17.07.2017 16:00:00,"31,5"
18.07.2017 16:00:00,"31,6"
19.07.2017 16:00:00,"31,85"
20.07.2017 16:00:00,"31,77"
21.07.2017 16:00:00,"31,72"
24.07.2017 16:00:00,"31,57"
25.07.2017 16:00:00,"31,36"
26.07.2017 16:00:00,"31,16"
27.07.2017 16:00:00,"31,26"
28.07.2017 16:00:00,"31,4"
31.07.2017 16:00:00,"31,41"
01.08.2017 16:00:00,"31,34"
02.08.2017 16:00:00,"31,19"
03.08.2017 16:00:00,"31,67"
04.08.2017 16:00:00,"31,87"
07.08.2017 16:00:00,"31,56"
08.08.2017 16:00:00,"31,53"
09.08.2017 16:00:00,"31,69"
10.08.2017 16:00:00,"31,66"
11.08.2017 16:00:00,"31,5"
14.08.2017 16:00:00,"31,56"
15.08.2017 16:00:00,"31,62"
16.08.2017 16:00:00,"31,6"
17.08.2017 16:00:00,"31,21"
18.08.2017 16:00:00,"30,95"
21.08.2017 16:00:00,"31,03"
22.08.2017 16:00:00,"31,4"
23.08.2017 16:00:00,"31,49"
24.08.2017 16:00:00,"31,48"
25.08.2017 16:00:00,"31,63"
28.08.2017 16:00:00,"31,71"
29.08.2017 16:00:00,"31,74"
30.08.2017 16:00:00,"31,69"
31.08.2017 16:00:00,"32,13"
01.09.2017 16:00:00,"32,17"
05.09.2017 16:00:00,"32,02"
06.09.2017 16:00:00,"32,2"
07.09.2017 16:00:00,"32,2"
08.09.2017 16:00:00,"32,3"
11.09.2017 16:00:00,"32,51"
12.09.2017 16:00:00,"33,51"
13.09.2017 16:00:00,"33,21"
14.09.2017 16:00:00,"33,85"
15.09.2017 16:00:00,"33,5"
18.09.2017 16:00:00,"33,68"
19.09.2017 16:00:00,"33,58"
20.09.2017 16:00:00,"34,09"
21.09.2017 16:00:00,"34,08"
22.09.2017 16:00:00,"34,07"
25.09.2017 16:00:00,"33,64"
26.09.2017 16:00:00,"33,44"
27.09.2017 16:00:00,"33,58"
28.09.2017 16:00:00,"33,73"
29.09.2017 16:00:00,"33,82"
02.10.2017 16:00:00,"34,17"
03.10.2017 16:00:00,"34,24"
04.10.2017 16:00:00,"34,07"
05.10.2017 16:00:00,"34,1"
06.10.2017 16:00:00,"34,15"
09.10.2017 16:00:00,"34,24"
10.10.2017 16:00:00,"34,48"
11.10.2017 16:00:00,"34,53"
12.10.2017 16:00:00,"34,44"
13.10.2017 16:00:00,"34,43"
16.10.2017 16:00:00,"34,09"
17.10.2017 16:00:00,"34,29"
18.10.2017 16:00:00,"33,94"
19.10.2017 16:00:00,"34,33"
20.10.2017 16:00:00,"34,5"
23.10.2017 16:00:00,"34,48"
24.10.2017 16:00:00,"34,36"
25.10.2017 16:00:00,"34,26"
26.10.2017 16:00:00,"33,86"
27.10.2017 16:00:00,"33,73"
30.10.2017 16:00:00,"33,3"
31.10.2017 16:00:00,"33,21"
01.11.2017 16:00:00,"33,4"
02.11.2017 16:00:00,"33,59"
03.11.2017 16:00:00,"33,68"
06.11.2017 16:00:00,"33,46"
07.11.2017 16:00:00,"33,5"
08.11.2017 16:00:00,"33,48"
09.11.2017 16:00:00,"33,35"
10.11.2017 16:00:00,"33,33"
13.11.2017 16:00:00,"33,44"
14.11.2017 16:00:00,"33,52"
15.11.2017 16:00:00,"33,5"
16.11.2017 16:00:00,"33,69"
17.11.2017 16:00:00,"33,51"
20.11.2017 16:00:00,"33,49"
21.11.2017 16:00:00,"33,67"
22.11.2017 16:00:00,"33,56"
24.11.2017 13:00:00,"33,62"
27.11.2017 16:00:00,"33,62"
28.11.2017 16:00:00,"33,96"
29.11.2017 16:00:00,"34,3"
30.11.2017 16:00:00,"34,35"
01.12.2017 16:00:00,"34,44"
04.12.2017 16:00:00,"34,16"
05.12.2017 16:00:00,"33,75"
06.12.2017 16:00:00,"33,69"
07.12.2017 16:00:00,"33,63"
08.12.2017 16:00:00,"33,86"
11.12.2017 16:00:00,"34,3"
12.12.2017 16:00:00,"34,65"
13.12.2017 16:00:00,"34,71"
14.12.2017 16:00:00,"34,54"
15.12.2017 16:00:00,"35,24"
18.12.2017 16:00:00,"35,17"
19.12.2017 16:00:00,"34,99"
20.12.2017 16:00:00,"34,54"
21.12.2017 16:00:00,"34,33"
22.12.2017 16:00:00,"34,24"
26.12.2017 16:00:00,"34,3"
27.12.2017 16:00:00,"34,42"
28.12.2017 16:00:00,"34,45"
29.12.2017 16:00:00,"34,31"
02.01.2018 16:00:00,"34,52"
03.01.2018 16:00:00,"34,78"
04.01.2018 16:00:00,"34,85"
05.01.2018 16:00:00,"34,92"
08.01.2018 16:00:00,"34,53"
09.01.2018 16:00:00,"34,49"
10.01.2018 16:00:00,"34,55"
11.01.2018 16:00:00,"34,63"
12.01.2018 16:00:00,"34,62"
16.01.2018 16:00:00,"34,67"
17.01.2018 16:00:00,"35,22"
18.01.2018 16:00:00,"35,04"
19.01.2018 16:00:00,"34,99"
22.01.2018 16:00:00,"34,99"
23.01.2018 16:00:00,"34,88"
24.01.2018 16:00:00,"34,99"
25.01.2018 16:00:00,"35,27"
26.01.2018 16:00:00,"36,96"
29.01.2018 16:00:00,"36,96"
30.01.2018 16:00:00,"35,81"
31.01.2018 16:00:00,"35,09"
01.02.2018 16:00:00,"34,89"
